name,locality,rating,reviews,mps_score,fee_range,specialization,top_praise,top_complaint,sentiment_pct,address,google_maps_url,source
MY health and performance physiotherapy centre,Hebbal,5.0,5,3.89,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"54, 11th Cross Rd, Lakshmayya Layout, north, Ganganagar, Bengaluru, Karnataka 560032, India",https://www.google.com/maps/place/?q=place_id:ChIJDRG1BjQXrjsReCnwUkxdwv4,Official Google Places API
physioarfa,Kammanahalli,5.0,5,3.89,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"even clinic, Ground Floor, 9, 3rd Main Rd, Keerthi Layout, St Thomas Town, Inasappa Layout, Kammanahalli, Bengaluru, Karnataka 560084, India",https://www.google.com/maps/place/?q=place_id:ChIJSU4MQl0XrjsRIfYt-QJKiK8,Official Google Places API
AKP PHYSIOTHERAPY CLINIC,Frazer Town,5.0,5,3.89,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No 34 K STREET, Muthiyalamma Koil K St, Sulthangunta, Shivaji Nagar, Bengaluru, Karnataka 560001, India",https://www.google.com/maps/place/?q=place_id:ChIJcd9iiHsXrjsR8s5ec-Nbh8s,Official Google Places API
Physiotattva Uber Verdant,Doddakannehalli,5.0,5,3.89,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Doddakannelli Village, Sarjapur Main Road, Hobli, East, Chikkabellandur, Bengaluru, Varthur, Karnataka 560035, India",https://www.google.com/maps/place/?q=place_id:ChIJAcjp0iITrjsRJoY0Z2U8AN4,Official Google Places API
Dr Keerthana Clinic - Physiotherapy and Rehabilitation,Kengeri,5.0,5,3.89,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"760,7th cross road, 2nd stage jnanabharathi, Gnanabharathi, Stage II, Kengeri Satellite Town, Bengaluru, Karnataka 560059, India",https://www.google.com/maps/place/?q=place_id:ChIJGdszHC8_rjsRGvJAXZJkm1g,Official Google Places API
Integrate Physiotherapy clinic,Rajajinagar,5.0,4,3.49,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"17, 10th A Main Rd, 4 E Block, 4th E Block, Rajajinagar, Bengaluru, Karnataka 560010, India",https://www.google.com/maps/place/?q=place_id:ChIJk4-HAcw9rjsR1qAjIg3v4Gc,Official Google Places API
Ridvi Wellness Physiotherapy Clinic,Rajajinagar,5.0,4,3.49,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"64A, 22nd Cross Rd, near Navrang Theatre, 2nd Block, Basaveshwar Nagar, Bengaluru, Karnataka 560010, India",https://www.google.com/maps/place/?q=place_id:ChIJi2TB-Hc9rjsR3uKqLqxuQjU,Official Google Places API
Ms Anushree Menon (PT) | Physiotherapist in Malleswaram,Malleshwaram,5.0,4,3.49,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"RxDx SAMANVAY Clinics, Room No. 5, Third Floor, 29, 11th Main Rd, Malleshwaram, Bengaluru, Karnataka 560003, India",https://www.google.com/maps/place/?q=place_id:ChIJg73gzuUXrjsRl270ObD2Ivc,Official Google Places API
PECTOVIA - Home Physiotherapy | Carmelaram,Doddakannehalli,5.0,4,3.49,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Building No 15, next to VRR Fortuna Apartment, opp. Confident Leo, Carmelaram, Janatha Colony, Chikkabellandur, Bengaluru, Karnataka 560035, India",https://www.google.com/maps/place/?q=place_id:ChIJTWR2PKQTrjsRsEl2j4CQSOg,Official Google Places API
Dr Shwetha Physiotherapy Rehabilitation centre,Hoodi,5.0,4,3.49,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"340, 4th Cross Rd, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru, Karnataka 560048, India",https://www.google.com/maps/place/?q=place_id:ChIJs99_LAARrjsR6KCIo9UQEwU,Official Google Places API
Peak Performance - Physiotherapy & Sports Rehab - Bellandur,Panathur,5.0,3,3.01,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"3rd floor, above Zudio, Kaverappa Layout, Kadubeesanahalli, Bellandur, Bengaluru, Karnataka 560103, India",https://www.google.com/maps/place/?q=place_id:ChIJE-BAmZYTrjsRS5DjDqaPhFI,Official Google Places API
Exercise prescriptor Physiotherapy Clinic Bengaluru,Indiranagar,5.0,3,3.01,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"63 9th Main, 14th Cross Rd, 2nd Stage, Stage 2, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.google.com/maps/place/?q=place_id:ChIJxZL2iqsXrjsRzx2WPVYNtno,Official Google Places API
Arthomed Clinic of Physiotherapy,Indiranagar,3.7,3,2.23,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No 54, 2nd floor, Link Rd 4, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.google.com/maps/place/?q=place_id:ChIJXbYWUUIXrjsRZByGUrlOp90,Official Google Places API
Care 'N' Cure Physiotherapy Clinic,Old Airport Road,5.0,3,3.01,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Sita Nivas, 55, 3rd Main Rd, near Care 'N' Cure Physiotherapy Clinic, Murugeshpalya, Vinayak Nagar, K R Garden, Murugeshpalya, Bengaluru, Karnataka 560017, India",https://www.google.com/maps/place/?q=place_id:ChIJ_YumzUkTrjsRHHu59FfLthA,Official Google Places API
Dr. Ns Prakash Pain Management & physio rehabilitation center,Vijayanagar,5.0,3,3.01,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"340, 5th A Main Rd, Remco Layout, Hampi Nagar, Vijaya Nagar, Vijayanagar, Bengaluru, Karnataka 560040, India",https://www.google.com/maps/place/?q=place_id:ChIJd0Ebjt89rjsRehd0rWlIVUc,Official Google Places API
Raphaz Orthopedic clinic & Physiotherapy Rehab,RR Nagar,5.0,3,3.01,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Shankarappa Ln, layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",https://www.google.com/maps/place/?q=place_id:ChIJdVLy_PU_rjsR-8vmtMWMEOo,Official Google Places API
Hosmat Physiotherapy Centre,Richmond Town,4.0,3,2.41,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"45, Magrath Rd, off Richmond Road, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://www.google.com/maps/place/?q=place_id:ChIJowYp9oEWrjsRYwAROIEkoL4,Official Google Places API
Pragathi physiotherapy and Rehabilitation clinic,Mahadevapura,5.0,3,3.01,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"KGF MUNI REDDY LAYOUT, opp. Lupin diagnostic, Anjappa Layout, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560048, India",https://www.google.com/maps/place/?q=place_id:ChIJLS_iTAARrjsRiFkvpaw3TWo,Official Google Places API
"ReLiva Physiotherapy & Rehab, Kadubeesanahalli",Panathur,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Ground floor, Visit Clinic, Marathahalli - Sarjapur Outer Ring Road, Chandana, Kadubeesanahalli, Bengaluru, Karnataka 560103, India",https://www.google.com/maps/place/?q=place_id:ChIJFWAS6BsTrjsRQ4E6yrSHp1M,Official Google Places API
Dr A Keerthanya (Physiotherapist),Panathur,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Panathur Main Rd, New Kaverappa Layout, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103, India",https://www.google.com/maps/place/?q=place_id:ChIJKRKeHMYTrjsR_JfO16u9KrQ,Official Google Places API
NGR physiotherapy clinic /centre,Varthur,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"NGR healthcare, 10, Balagere Main Rd, opposite Ecolife Apartments, Varthur, Balagere, Bengaluru, Karnataka 560087, India",https://www.google.com/maps/place/?q=place_id:ChIJA37gv8wTrjsRG63oGMnRrIw,Official Google Places API
POS Physio and Wellness,Malleshwaram,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"22, 13th Cross Rd, Malleshwaram, Bengaluru, Karnataka 560003, India",https://www.google.com/maps/place/?q=place_id:ChIJK-9Zy5cXrjsR9BOZoUYyDCA,Official Google Places API
Physio Care Physiotherapy Clinic,Hebbal,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"No.51/A, Dasarahalli Main Rd, pampa extension, Hebbal Kempapura, Hebbal, Bengaluru, Karnataka 560024, India",https://www.google.com/maps/place/?q=place_id:ChIJu5MiCOgWrjsRGRJzQLxD0wk,Official Google Places API
AAVA Physiotherapy and Wellness Clinic,Vijayanagar,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"2045/8-1,1st main, Ground Floor Shop No.4, 10th Cross Rd, Vijaya Nagar II Stage, Hampi Nagar, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560104, India",https://www.google.com/maps/place/?q=place_id:ChIJGU-_DOs9rjsRx6-ibx-TFc8,Official Google Places API
REVITALIZE PHYSIOTHERAPY CLINIC,Mathikere,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"55/1,vismaya, 2nd floor, 3rd cross, 7th Main Rd, Mathikere Extension, Mathikere, Bengaluru, Karnataka 560054, India",https://www.google.com/maps/place/?q=place_id:ChIJG7WiNMk9rjsRlicpZTkss-w,Official Google Places API
Physionest,Giri Nagar,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"50, Circle, Shiva Reddy Layout, Naganathapura, 7th ‘A, Rayasandra, Bengaluru, Karnataka 560100, India",https://www.google.com/maps/place/?q=place_id:ChIJHQrB1f_-tAkRZI81CcLEMbo,Official Google Places API
Spectrum Physio Centre Hosa Road,Giri Nagar,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"138, 3 rd Floor, Srinivasam Arcade, above glow dental, Naganathapura, Rayasandra, Bengaluru, Karnataka 560100, India",https://www.google.com/maps/place/?q=place_id:ChIJS-MRi09trjsRMbjM9kNV0zk,Official Google Places API
D7 Med physiotherapy clinic,Kundalahalli,5.0,2,2.39,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"297, Ground Floor, meridian avenue, AECS Layout - A Block, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",https://www.google.com/maps/place/?q=place_id:ChIJN01RNAATrjsRgFwu5IL9I2I,Official Google Places API
Bellandur physiotherapy clinic,Panathur,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Sobha Dream Acres, 16008, Balagere Main Rd, Panathur, Bengaluru, Karnataka 560087, India",https://www.google.com/maps/place/?q=place_id:ChIJH4W_INYTrjsRXVMpVY8Vbp8,Official Google Places API
PECTOVIA - Home Physiotherapy | Haralur,Sobha Neopolis,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Silver County Rd, KSRP Campus, Kaveri Layout, Choodasandra, Bengaluru, Karnataka 560100, India",https://www.google.com/maps/place/?q=place_id:ChIJHwDaAyATrjsRZe5nEpsweFk,Official Google Places API
Dr. Ravi’s Physio & Chiro Clinic,Sarjapur Road,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"3rd Floor, room no 2, 33/2, Sarjapur - Marathahalli Rd, Someshwara Layout, Doddakannelli, Bengaluru, Karnataka 560035, India",https://www.google.com/maps/place/?q=place_id:ChIJI81OLM8TrjsRyOo2HzgOINM,Official Google Places API
NV physio care,Electronic City Phase 2,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"2nd Cross Rd, Konappana Agrahara, Electronic City, Konappana Agrahara, Karnataka 560100, India",https://www.google.com/maps/place/?q=place_id:ChIJW8L_sqRtrjsRmIqtarl8yPo,Official Google Places API
E - Citi Physiotherapy Clinic,Electronic City Phase 2,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Ravikumar Building, opp. to Axis Bank - Electronic City, Bangalore, Konappana Agrahara, Electronic City, Konappana Agrahara, Karnataka 560100, India",https://www.google.com/maps/place/?q=place_id:ChIJSfo256ttrjsRJlfigrVz23Y,Official Google Places API
Dr Venu Physiofix(home visit physiotherapy),Rajajinagar,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"Mahakavi Kuvempu Rd, D-Block, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010, India",https://www.google.com/maps/place/?q=place_id:ChIJWcX7HQA9rjsRi7WC0CtT0fE,Official Google Places API
SOUL PHYSIO Physiotherapy Center Hebbal,Hebbal,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"1, 2, 9th Cross Rd, Sandyagappa Reddy Layout, MM road, Mariyannapalya, Hebbal, Bengaluru, Karnataka 560024, India",https://www.google.com/maps/place/?q=place_id:ChIJVyfFzeMXrjsRdbbWefJAbTk,Official Google Places API
Prava – The Sports & Movement Clinic,Yelahanka,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"685, 3rd floor, RDL Square, opposite RMZ Galleria Mall, Ambedkar Colony, Yelahanka, Bengaluru, Karnataka 560064, India",https://www.google.com/maps/place/?q=place_id:ChIJG3Y4QB0ZrjsROdmk7pOFerU,Official Google Places API
Axovia Physiotherapy & Rehab Clinic,C V Raman Nagar,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"1st Cross, 1st A Cross, Kaggadasapura, C V Raman Nagar, Bengaluru, Karnataka 560093, India",https://www.google.com/maps/place/?q=place_id:ChIJ27dB9AERrjsRMsnMTaRAjc4,Official Google Places API
Physiosthira physiotherapy clinic,Vidyaranyapura,5.0,1,1.51,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"13th Cross Rd, 4th block, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka 560097, India",https://www.google.com/maps/place/?q=place_id:ChIJleDmJQYjrjsR9lMxutM5OL4,Official Google Places API
Dr Padma Physiotherapy,Giri Nagar,4.0,1,1.2,N/A (Contact Clinic),Standalone Physiotherapy & Rehab,N/A,N/A,N/A,"3750/250/K, 1st phase Girinagar, 4th Phase Girinagar, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India",https://www.google.com/maps/place/?q=place_id:ChIJZVMHIgA_rjsRlc_Vgyi5EE0,Official Google Places API
